NO_OF_FRAMES	32073
NO_OF_DATA_TYPES	1
FREQUENCY	700
TIME_STAMP	2025-08-16, 19:31:52
DATA_INCLUDED	Velocity
DATA_TYPES	pen_new - 5_vel


0.000
17.388
24.885
15.803
15.786
10.854
29.011
16.247
40.998
4.951
12.896
10.857
25.047
15.189
16.524
11.644
26.421
29.425
43.688
36.621
35.302
13.251
19.121
15.173
8.616
30.386
8.370
32.380
10.545
17.183
12.829
6.314
22.475
15.419
15.378
9.041
16.477
10.968
14.527
11.411
13.220
10.502
21.788
14.961
13.040
16.771
36.153
11.350
26.234
34.802
20.551
35.112
16.874
37.674
11.062
19.093
15.114
12.216
13.057
18.419
15.220
43.484
4.509
40.676
12.727
26.512
32.226
26.333
32.322
7.877
6.206
17.592
19.927
35.807
16.927
12.486
17.321
6.487
8.122
28.727
9.671
11.271
19.481
16.773
19.464
38.730
33.959
36.238
52.361
6.944
40.054
8.288
11.933
6.416
14.916
9.677
15.816
27.972
26.831
21.947
32.436
34.296
11.870
31.080
16.349
34.975
25.974
38.817
18.790
7.231
17.792
9.329
10.424
20.607
11.649
7.596
42.867
20.657
20.501
17.385
29.193
5.043
28.366
7.540
20.860
18.389
15.394
39.174
36.519
10.354
6.371
7.015
6.794
17.059
12.195
28.719
31.257
27.683
17.601
19.390
16.159
32.134
15.483
32.199
14.531
18.644
28.735
15.327
32.639
8.340
16.824
23.451
13.428
27.878
11.547
35.888
23.913
25.232
20.664
23.004
26.023
13.970
19.157
12.020
24.042
25.210
21.994
20.411
19.180
18.164
9.130
22.031
21.822
3.042
10.118
24.082
33.301
4.230
19.508
4.651
14.532
21.037
35.239
16.282
34.808
11.032
30.595
9.731
2.857
23.967
2.407
15.775
22.911
19.031
24.509
20.986
5.929
13.292
14.693
13.012
29.803
24.795
5.952
22.938
2.786
14.629
18.239
16.157
9.010
20.731
15.009
22.430
31.859
11.676
17.246
16.842
20.852
21.910
9.832
9.748
29.530
21.041
13.969
33.404
24.889
6.045
17.326
30.129
33.356
28.620
33.252
12.389
28.286
13.891
17.526
28.289
25.277
14.300
18.645
17.019
6.027
9.533
26.364
7.527
22.820
33.841
14.485
54.664
35.321
40.814
31.624
35.860
12.447
16.340
9.686
40.593
4.538
31.880
25.623
38.197
55.371
11.939
29.374
22.557
20.064
31.742
19.976
26.068
19.574
12.901
50.395
16.338
5.756
45.739
16.149
32.405
17.827
9.873
13.608
22.989
24.916
26.059
20.667
19.089
2.246
31.569
21.938
25.577
13.700
27.915
14.517
40.775
6.966
19.375
26.438
12.405
23.919
4.537
9.472
37.442
6.820
20.184
33.150
37.789
14.565
12.288
35.352
13.436
17.728
11.763
23.624
6.232
14.720
10.635
6.679
11.064
18.370
21.555
39.633
16.735
11.067
9.447
24.151
7.524
29.819
28.112
20.636
51.662
11.806
54.413
18.976
39.815
19.833
23.048
21.650
9.167
16.563
22.579
9.354
34.612
10.598
47.517
25.646
46.613
7.029
25.672
8.905
27.699
26.195
32.767
23.316
24.919
38.420
33.534
17.130
33.034
35.284
8.043
5.441
23.599
10.218
13.057
10.541
15.469
8.271
2.887
48.372
16.175
24.750
17.455
20.452
16.441
18.502
6.634
12.781
38.229
9.273
5.333
21.519
8.133
17.482
15.567
21.174
41.253
24.752
24.048
24.452
20.457
24.356
18.704
36.842
27.600
34.164
12.483
45.572
36.195
36.519
36.722
14.617
33.962
5.634
28.010
7.858
27.841
21.552
16.108
46.729
12.742
38.443
28.844
15.575
20.228
33.837
38.673
18.900
16.667
16.601
21.173
10.305
14.758
39.180
18.007
38.187
27.804
28.643
18.474
11.828
23.069
23.749
28.916
24.779
38.131
10.468
15.022
14.351
10.375
10.783
15.989
6.716
35.486
12.367
17.628
18.787
29.209
5.560
9.625
16.774
3.841
13.005
13.483
8.111
16.391
12.270
26.620
26.948
29.764
26.930
30.742
2.842
20.866
48.592
40.049
29.519
29.545
21.626
34.994
32.362
24.143
36.527
43.123
17.221
24.862
34.934
8.899
30.329
17.332
49.056
19.505
11.820
22.663
19.966
18.518
21.044
36.536
11.873
8.556
20.792
7.438
27.367
8.218
25.722
22.387
47.125
16.632
40.009
23.551
26.513
24.444
17.122
36.574
19.771
24.170
14.417
37.096
35.830
39.691
49.609
21.198
18.819
48.100
21.153
28.312
27.937
41.402
34.961
26.370
41.467
50.186
63.191
38.069
43.911
35.424
43.987
37.926
54.300
56.210
36.638
36.631
53.840
48.275
44.081
69.546
57.691
59.546
71.776
83.343
68.273
79.486
91.750
90.313
84.264
85.270
89.199
97.582
110.740
106.575
111.557
109.821
122.282
150.356
128.184
130.976
133.952
138.870
128.323
122.709
126.914
154.983
147.410
120.644
121.349
137.463
112.146
103.696
116.774
94.975
118.633
122.960
115.059
123.159
146.712
120.415
127.383
140.636
148.451
135.525
139.922
129.519
148.296
164.229
138.840
142.915
162.638
171.405
173.977
162.823
143.748
172.439
186.478
158.384
153.036
156.493
180.793
172.594
149.160
188.560
206.936
173.036
190.026
209.437
192.323
198.372
196.721
191.553
213.657
218.589
220.005
232.645
230.391
240.894
247.072
238.858
239.435
245.369
255.505
254.152
264.528
250.842
260.149
273.665
293.357
350.540
273.374
273.429
318.709
305.508
296.317
279.450
303.032
322.923
313.147
291.995
294.735
304.880
313.063
333.365
296.303
300.236
316.658
295.846
294.714
295.955
310.226
314.815
312.488
297.045
284.416
295.310
317.286
326.336
301.973
297.350
318.489
294.611
275.003
306.847
302.618
292.060
281.655
267.964
291.082
301.996
298.259
291.335
261.141
261.330
284.584
291.719
263.531
242.388
242.687
250.560
265.708
273.210
242.120
262.730
266.971
233.084
244.601
228.964
224.240
214.124
218.742
219.843
200.289
193.576
197.243
198.839
167.452
170.387
157.373
141.962
172.859
150.342
129.631
136.519
111.800
105.885
125.444
132.132
93.411
95.319
97.122
81.285
78.628
70.717
61.248
56.926
47.485
60.264
63.357
47.132
24.792
31.067
26.367
24.916
31.726
28.869
11.244
24.277
34.786
56.067
32.863
37.092
47.950
53.779
76.078
68.136
71.886
83.235
86.626
91.140
141.067
149.929
112.048
127.887
132.349
142.395
138.190
142.969
160.167
164.143
172.249
164.316
178.703
183.070
173.711
193.018
198.510
220.978
208.655
214.149
234.614
215.089
210.849
238.241
235.006
236.329
242.470
241.162
245.126
241.864
238.644
234.000
245.238
248.187
248.074
240.774
233.342
239.068
244.450
238.997
234.143
237.981
245.366
230.620
228.193
233.271
229.493
231.905
226.278
226.036
231.681
243.825
232.922
224.368
228.877
233.231
247.713
231.388
228.218
236.298
236.974
251.315
247.652
235.762
250.732
247.499
246.103
248.275
232.120
246.303
270.351
264.313
259.713
262.869
266.377
264.692
254.177
269.342
296.948
259.067
240.349
271.607
264.600
251.613
289.997
288.636
253.100
244.503
259.239
239.887
230.422
251.658
261.340
264.489
253.330
241.513
258.336
269.467
247.308
244.355
274.518
267.886
278.515
277.506
276.396
279.733
269.101
277.715
305.049
297.189
256.288
263.358
269.809
253.898
287.240
258.205
238.717
246.267
250.994
247.652
212.483
211.860
228.255
232.165
213.553
229.877
201.033
180.630
191.734
171.781
165.903
191.253
200.110
170.446
139.916
148.771
176.038
150.076
138.272
165.175
169.634
142.130
135.922
145.037
136.727
118.112
115.605
101.349
106.527
122.287
100.576
91.698
101.634
124.720
115.102
88.509
71.601
92.387
84.875
77.750
91.961
55.372
86.976
86.553
55.725
70.387
91.748
78.110
65.429
84.123
83.617
80.642
75.944
75.568
70.679
96.279
92.261
61.826
65.471
77.107
97.607
75.502
76.115
87.037
91.552
79.709
60.584
67.430
77.117
86.182
80.406
97.737
91.909
96.091
89.632
66.504
85.366
109.631
101.520
69.600
76.067
82.442
67.466
99.391
82.246
63.870
76.152
75.756
68.545
51.244
58.448
99.180
103.323
43.960
38.273
82.928
94.299
60.746
58.189
66.461
94.879
69.393
56.692
65.340
60.007
38.373
34.205
89.839
80.675
47.486
49.314
67.949
84.642
58.665
48.419
30.451
70.759
59.743
40.209
51.865
63.968
60.678
46.310
46.909
54.309
76.491
79.364
46.146
43.219
49.535
52.581
75.550
51.184
46.127
50.812
35.507
78.818
76.977
75.285
61.558
57.968
40.349
52.787
74.336
70.334
49.039
38.555
64.441
44.768
32.765
44.391
47.532
75.738
53.504
38.624
43.762
13.861
22.140
58.393
52.129
33.832
64.679
45.171
40.788
47.598
24.852
60.089
60.540
46.893
64.795
59.398
84.496
96.183
81.748
75.001
50.725
54.258
74.772
87.027
90.402
78.093
66.592
59.698
77.662
122.056
87.099
57.939
100.601
110.336
105.797
111.567
102.912
106.300
94.423
54.107
21.733
56.289
76.967
101.769
105.174
73.850
37.928
38.662
64.141
30.122
9.473
21.293
6.543
29.986
14.950
38.369
28.038
15.062
14.399
36.876
5.204
17.326
14.210
16.099
35.047
24.786
27.752
22.007
13.890
17.393
20.345
43.010
15.706
27.134
16.443
30.852
11.494
17.149
23.966
9.699
14.473
5.748
29.671
42.124
16.629
26.766
15.636
24.123
33.710
22.094
26.434
14.555
19.316
3.028
9.909
15.225
17.800
25.685
36.407
30.635
31.372
26.827
13.893
23.080
6.926
24.766
35.315
18.013
37.826
25.752
29.169
11.468
20.486
21.589
6.444
17.640
28.789
33.017
14.990
22.217
10.331
26.083
41.594
6.300
15.678
22.097
12.999
22.650
46.850
12.865
21.701
32.830
13.234
20.730
9.523
16.364
17.917
23.207
8.614
17.191
23.412
17.234
20.846
26.306
25.498
12.932
27.416
12.342
4.609
4.973
12.691
22.130
31.430
37.205
9.464
8.688
9.555
27.037
20.066
18.680
14.756
12.622
14.047
24.155
8.950
31.223
42.077
10.031
30.077
10.786
4.513
9.030
12.606
45.926
22.131
28.922
6.802
21.790
8.112
24.412
23.604
44.562
39.673
20.543
10.249
4.704
49.845
14.275
34.533
17.687
18.405
9.878
14.843
31.195
4.376
23.235
19.705
31.357
8.328
34.762
4.507
14.519
32.267
22.051
38.375
21.450
16.314
18.243
28.997
19.637
28.304
22.442
19.839
19.984
8.565
14.375
37.235
8.191
31.229
10.952
16.202
15.863
4.432
5.885
15.160
15.880
12.245
25.893
12.720
21.295
2.805
6.470
13.005
16.282
14.144
13.571
28.099
12.784
22.347
27.086
21.324
15.019
16.655
21.016
36.470
11.604
16.597
11.312
18.015
34.457
15.196
32.036
12.870
20.549
29.850
23.866
9.569
26.179
18.991
31.598
29.646
23.526
22.777
18.166
9.785
9.479
19.597
8.985
4.444
4.485
25.077
10.047
30.995
28.263
15.244
46.298
15.198
14.464
28.867
11.454
19.698
16.274
14.767
25.155
3.411
20.557
8.170
18.916
15.528
18.599
15.699
23.198
22.224
9.294
17.457
18.005
34.092
34.350
20.660
29.386
31.187
15.513
13.548
20.136
26.536
28.432
17.276
25.087
33.219
30.102
8.454
32.481
25.921
7.625
17.395
15.903
9.534
20.128
7.038
7.331
18.795
17.305
13.236
22.374
6.119
4.555
16.723
4.360
22.983
15.832
26.390
28.278
37.434
27.713
17.850
24.802
6.978
16.657
12.413
22.323
6.338
27.102
13.167
19.560
17.904
23.381
25.495
40.420
11.744
14.461
15.319
10.844
27.986
20.807
26.899
10.117
8.469
23.929
13.239
5.457
8.615
11.230
9.437
18.600
9.947
16.652
5.446
24.640
6.058
34.216
5.581
26.152
8.119
12.324
9.723
14.283
18.348
16.475
39.921
18.701
51.571
8.030
27.239
13.976
9.140
7.777
21.600
30.166
43.680
7.974
16.995
26.667
20.554
15.551
12.620
16.504
19.518
16.454
17.917
10.310
17.997
7.107
7.894
19.438
16.002
8.033
10.820
14.151
7.148
22.823
14.146
19.037
23.818
40.161
8.555
31.978
17.858
8.391
29.810
21.816
30.326
1.021
18.861
21.432
10.754
40.113
21.751
32.673
3.459
22.431
12.288
11.549
9.262
15.112
21.838
6.368
20.552
13.940
20.722
5.644
17.619
9.449
10.454
10.378
11.938
35.372
21.287
15.640
16.320
22.792
25.728
29.157
9.854
30.928
9.111
14.277
25.907
14.384
26.893
20.308
30.760
13.775
21.447
33.172
6.604
10.517
15.687
47.192
16.382
57.648
19.221
48.447
34.626
11.990
26.316
31.996
14.311
16.978
17.270
20.395
31.258
17.491
12.879
13.398
17.062
32.263
20.085
8.663
4.280
10.050
30.410
5.008
36.241
55.547
17.838
33.590
7.556
14.349
19.607
14.477
22.037
16.105
30.727
13.162
20.659
18.285
14.727
12.720
37.187
15.326
54.899
27.472
13.961
9.883
19.098
13.575
12.071
22.977
30.271
71.657
23.442
39.100
25.106
24.916
44.164
5.130
43.324
33.514
22.774
8.818
31.051
12.506
41.946
18.542
14.404
66.748
32.570
38.073
34.702
36.788
18.772
19.707
16.105
46.752
28.711
45.040
71.405
18.475
40.681
59.564
27.685
87.095
65.986
42.467
52.092
65.692
65.936
46.565
50.233
68.308
91.019
94.758
108.869
102.344
61.988
85.811
102.197
109.095
119.210
94.931
102.808
116.282
102.840
125.988
149.623
166.538
162.748
173.770
168.249
152.778
163.565
150.593
185.357
205.925
170.101
204.383
223.229
206.923
208.203
198.232
202.101
247.399
251.285
219.018
255.792
250.234
228.898
221.918
222.048
269.673
260.020
231.448
236.593
257.033
275.044
264.883
241.019
257.198
260.719
274.041
284.592
273.595
273.104
270.914
283.460
300.571
271.306
257.700
300.981
306.243
313.243
306.181
281.176
304.436
310.093
293.968
310.607
316.594
303.125
304.718
314.516
313.908
319.479
316.664
320.712
306.836
312.308
333.623
338.066
341.626
367.025
356.673
300.996
319.960
329.368
323.677
351.211
340.260
360.326
362.032
349.881
371.476
350.947
345.254
364.183
317.658
338.105
371.888
328.155
363.969
362.651
342.839
381.477
382.524
363.169
367.122
361.145
375.853
382.026
346.796
333.768
362.160
379.447
384.190
352.150
371.070
375.953
355.217
385.788
363.645
359.997
383.776
359.086
357.097
354.214
339.937
367.870
367.777
344.104
334.408
379.103
370.859
323.814
344.526
383.695
384.933
322.012
341.869
362.046
329.586
357.391
371.121
349.587
345.792
334.637
348.287
369.953
352.271
350.487
331.789
339.621
321.273
342.945
341.419
307.480
328.898
329.038
328.957
314.930
310.129
314.861
317.998
315.069
317.556
315.799
320.235
321.574
278.814
274.020
305.113
305.938
272.524
276.546
282.490
298.807
309.165
303.891
299.401
249.333
243.684
281.014
297.591
227.369
212.431
283.687
261.438
241.836
226.949
219.327
249.605
260.151
224.128
187.999
220.409
236.116
229.365
201.533
211.401
207.129
197.284
188.886
178.543
185.680
168.324
170.342
175.379
175.062
160.715
152.175
180.389
153.546
121.459
153.972
154.390
134.937
126.111
159.288
131.633
113.355
139.018
117.165
137.558
137.036
102.590
120.120
106.265
97.201
139.682
122.152
93.788
96.211
114.720
99.934
102.275
99.562
100.342
99.843
73.117
66.462
74.255
105.947
113.724
90.640
48.921
30.529
58.385
47.754
62.327
73.341
60.739
59.695
25.305
29.341
51.734
25.406
17.083
25.635
42.624
25.360
24.044
11.611
23.240
35.445
15.912
8.189
14.774
7.678
12.608
30.031
7.420
12.744
7.849
11.470
8.643
9.664
18.941
10.089
15.682
25.914
16.827
29.554
16.019
14.883
12.381
38.563
18.581
36.529
21.154
21.378
21.069
12.219
28.579
12.901
41.976
13.002
6.668
17.700
31.286
20.012
23.876
51.968
32.993
37.823
66.878
47.155
30.690
8.426
21.935
29.930
30.584
34.709
32.308
11.134
16.202
11.523
13.964
30.923
